medcode,readcode,readterm,minormalformation,subgroup
95103,p402112,congenital stricture of osseous meatus,Yes,"""Ear, Face & Neck"""
72933,p402z00,other external ear anomaly with hearing impairment nos,,"""Ear, Face & Neck"""
15968,p403.00,"middle ear anomaly, excluding ossicles",,"""Ear, Face & Neck"""
73596,p403000,ear osseous meatus atresia,,"""Ear, Face & Neck"""
40461,p403z00,middle ear anomaly nec nos,,"""Ear, Face & Neck"""
41037,p404.00,anomaly of ossicles,,"""Ear, Face & Neck"""
93483,p404000,congenital fusion of ear ossicles,,"""Ear, Face & Neck"""
48460,p404z00,anomaly of ossicles nos,,"""Ear, Face & Neck"""
41206,p405.00,inner ear anomalies,,"""Ear, Face & Neck"""
63603,p405z00,inner ear anomalies nos,,"""Ear, Face & Neck"""
27313,p40z.00,other and unspecified ear anomaly with hearing impaired,,"""Ear, Face & Neck"""
31374,p40z.11,deafness due to congenital anomaly nec,,"""Ear, Face & Neck"""
35677,p40z000,congenital absence of ear nos,,"""Ear, Face & Neck"""
57053,p40zz00,ear anomaly with hearing impaired nos,,"""Ear, Face & Neck"""
8747,p41..00,accessory ear auricle,Yes,"""Ear, Face & Neck"""
93879,p41..11,polyotia,Yes,"""Ear, Face & Neck"""
3013,p410.00,supernumerary ear,Yes,"""Ear, Face & Neck"""
36681,p411.00,accessory tragus,Yes,"""Ear, Face & Neck"""
44205,p412.00,supernumerary ear lobule,Yes,"""Ear, Face & Neck"""
45556,p413.00,"preauricular appendage, tag or lobule",Yes,"""Ear, Face & Neck"""
17143,p413.11,preauricular appendage,Yes,"""Ear, Face & Neck"""
8746,p413.12,preauricular tag,Yes,"""Ear, Face & Neck"""
43131,p413.13,preauricular lobule,Yes,"""Ear, Face & Neck"""
56864,p414.00,other ear appendage or tag,Yes,"""Ear, Face & Neck"""
61057,p414.11,other ear appendage,Yes,"""Ear, Face & Neck"""
26004,p414.12,other ear tag,Yes,"""Ear, Face & Neck"""
56861,p41z.00,accessory ear auricle nos,Yes,"""Ear, Face & Neck"""
39033,p42..00,other specified ear anomalies,,"""Ear, Face & Neck"""
14846,p420.00,congenital ear lobe absence,,"""Ear, Face & Neck"""
15391,p421.00,macrotia - abnormally big ears,Yes,"""Ear, Face & Neck"""
42721,p421.11,congenital big ears,Yes,"""Ear, Face & Neck"""
5624,p422.00,microtia - abnormally small ears,Yes,"""Ear, Face & Neck"""
65828,p422.11,congenital small ears,Yes,"""Ear, Face & Neck"""
29327,p423.00,eustachian tube anomalies,,"""Ear, Face & Neck"""
101739,p423100,congenital stenosis of eustachian tube,,"""Ear, Face & Neck"""
71280,p423z00,eustachian tube anomalies nos,,"""Ear, Face & Neck"""
35784,p42z.00,other specified ear anomalies nos,,"""Ear, Face & Neck"""
1162,p42z000,congenital bat ear,Yes,"""Ear, Face & Neck"""
38959,p42z100,darwin's tubercle,Yes,"""Ear, Face & Neck"""
53579,p42z200,congenital pointed ear,Yes,"""Ear, Face & Neck"""
48936,p42z300,congenital prominent auricle,Yes,"""Ear, Face & Neck"""
93302,p42z400,congenital ridge ear,Yes,"""Ear, Face & Neck"""
48258,p42z500,other mis-shapen ear,Yes,"""Ear, Face & Neck"""
34701,p42z511,aztec ear,Yes,"""Ear, Face & Neck"""
93223,p42z512,cat ear,Yes,"""Ear, Face & Neck"""
98996,p42z513,vulcan ear,Yes,"""Ear, Face & Neck"""
64038,p42z600,misplaced ears,Yes,"""Ear, Face & Neck"""
54583,p42z611,low-set ears,Yes,"""Ear, Face & Neck"""
36169,p42zz00,other ear anomalies nos,,"""Ear, Face & Neck"""
1379,p43..00,congenital ear anomaly nos,,"""Ear, Face & Neck"""
41869,p44..00,"branchial cleft, cyst or fistula; preauricular sinus",Yes,"""Ear, Face & Neck"""
26340,p440.00,branchial cleft sinus and fistula,Yes,"""Ear, Face & Neck"""
35369,p440.11,branchial cleft,Yes,"""Ear, Face & Neck"""
26217,p440.12,branchial cleft sinus,Yes,"""Ear, Face & Neck"""
70435,p440000,"branchial cleft vestige, unspecified",Yes,"""Ear, Face & Neck"""
37476,p440100,branchial cleft external sinus,Yes,"""Ear, Face & Neck"""
70474,p440200,branchial cleft internal sinus,Yes,"""Ear, Face & Neck"""
16154,p440300,branchial cleft fistula,Yes,"""Ear, Face & Neck"""
71872,p440z00,branchial cleft vestige nos,Yes,"""Ear, Face & Neck"""
1324,p441.00,branchial cleft cyst,Yes,"""Ear, Face & Neck"""
51335,p442.00,cervical auricle,Yes,"""Ear, Face & Neck"""
27852,p443.00,preauricular sinus and fistula,Yes,"""Ear, Face & Neck"""
12522,p443000,preauricular sinus,Yes,"""Ear, Face & Neck"""
43702,p443100,preauricular fistula,Yes,"""Ear, Face & Neck"""
52335,p443z00,preauricular sinus or fistula nos,Yes,"""Ear, Face & Neck"""
29843,p444.00,preauricular cyst,Yes,"""Ear, Face & Neck"""
73953,p44y.00,other branchial cleft anomalies,Yes,"""Ear, Face & Neck"""
43843,p44z.00,"branchial cleft,cyst,or fistula preauricular anomaly os/nos",Yes,"""Ear, Face & Neck"""
67579,p44z000,fistula of congenital auricle,Yes,"""Ear, Face & Neck"""
96615,p44z100,cervicoaural fistula,Yes,"""Ear, Face & Neck"""
49632,p44zz00,"branchial cleft, cyst or fistula preauricular anomaly nos",Yes,"""Ear, Face & Neck"""
35616,p45..00,congenital webbing of neck,,"""Ear, Face & Neck"""
58011,p451.00,pterygium colli,,"""Ear, Face & Neck"""
99458,p45z.00,congenital webbing of neck nos,,"""Ear, Face & Neck"""
59565,p4y..00,other specified face and neck anomalies,,"""Ear, Face & Neck"""
63318,p4y0.00,macrocheilia,Yes,"""Ear, Face & Neck"""
26847,p4y0.11,lip hypertrophy,Yes,"""Ear, Face & Neck"""
55541,p4y1.00,microcheilia,Yes,"""Ear, Face & Neck"""
34837,p4y2.00,macrostomia,Yes,"""Ear, Face & Neck"""
36831,p4y3.00,microstomia,Yes,"""Ear, Face & Neck"""
35942,p4y4.00,congenital absence of chin,,"""Ear, Face & Neck"""
35256,p4y5.00,mid-facial hypoplasia,,"""Ear, Face & Neck"""
16271,p4yz.00,other specified face and neck anomalies nos,,"""Ear, Face & Neck"""
70982,p4z..00,congenital face or neck anomaly nos,,"""Ear, Face & Neck"""
93198,p4z0.00,congenital anomaly of neck nos,,"""Ear, Face & Neck"""
37784,p4z1.00,congenital anomaly of face nos,,"""Ear, Face & Neck"""
31518,p5...00,bulbus cordis and cardiac septal closure anomalies,,Heart
21943,p5...11,cardiac septal defects,,Heart
23754,p5...12,"congenital heart disease, septal and bulbar anomalies",,Heart
18785,p5...13,heart septal defects,,Heart
4964,p50..00,common aorto-pulmonary trunk,,Heart
37405,p50..11,aortic septal defect,,Heart
98893,p50..12,common truncus,,Heart
72604,p500.00,absent septum between aorta and pulmonary artery,,Heart
61914,p500.11,persistent truncus arteriosus,,Heart
45187,p500.12,truncus arteriosus,,Heart
45505,p501.00,aortic septal defect,,Heart
51418,p501.11,aortopulmonary window,,Heart
65330,p501.12,aorticopulmonary septal defect,,Heart
66245,p502.00,persistent truncus arteriosus,,Heart
41371,p502.11,truncus arteriosus,,Heart
94344,p50z.00,common aorto-pulmonary trunk nos,,Heart
2816,p51..00,transposition of great vessels,,Heart
69858,p510.00,total great vessel transposition,,Heart
1778,p511.00,double outlet right ventricle,,Heart
23988,p511100,dextratransposition of aorta,,Heart
102980,p511200,incomplete great vessel transposition,,Heart
40025,p511300,taussig-bing syndrome,,Heart
65318,p511z00,double outlet right ventricle nos,,Heart
63390,p512.00,corrected great vessel transposition,,Heart
62169,p51y.00,other specified transposition of great vessels,,Heart
61100,p51y.11,transposition of aorta,,Heart
73539,p51z.00,great vessel transposition nos,,Heart
100622,p51z.11,transposition of arterial trunk nec,,Heart
4864,p52..00,tetralogy of fallot,,Heart
38967,p520.00,"tetralogy of fallot, unspecified",,Heart
23692,p520.11,ventricular septal defect in fallot's tetralogy,,Heart
71252,p520.12,dextraposition of aorta in fallot's tetralogy,,Heart
51649,p521.00,pentalogy of fallot,,Heart
63046,p52z.00,tetralogy of fallot nos,,Heart
19969,p53..00,common ventricle,,Heart
246,p54..00,ventricular septal defect,,Heart
42132,p540.00,"ventricular septal defect, unspecified",,Heart
56575,p541.00,interventricular septal defect,,Heart
67657,p542.00,left ventricle to right atrial communication,,Heart
9011,p543.00,eisenmenger's complex,,Heart
51897,p544.00,gerbode's defect,,Heart
20153,p545.00,roger's disease,,Heart
54772,p54y.00,other specified ventricular septal defect,,Heart
34067,p54z.00,ventricular septal defect nos,,Heart
7474,p55..00,ostium secundum atrial septal defect,,Heart
3255,p550.00,atrial septal defect nos,,Heart
40673,p550.11,auricular septal defect nos,,Heart
28174,p550.12,interatrial septal defect nec,,Heart
72577,p550.13,interauricular septal defect,,Heart
3625,p551.00,patent foramen ovale,Yes,Heart
37816,p552.00,persistent ostium secundum,,Heart
109853,p552.11,patent ostium secundum,,Heart
59144,p553.00,lutembacher's syndrome,,Heart
53088,p55y.00,other specified ostium secundum atrial septal defect,,Heart
18395,p55y.11,other specified atrial septal defect,,Heart
54243,p55z.00,ostium secundum atrial septal defect nos,,Heart
63340,p56..00,endocardial cushion defects,,Heart
51053,p561.00,ostium primum defect,,Heart
93161,p561.11,persistent ostium primum,,Heart
101393,p56y.00,other specified endocardial cushion defects,,Heart
49702,p56z.00,endocardial cushion defects nos,,Heart
55535,p56z000,common atrium,,Heart
61715,p56z011,cor triloculare biventriculare,,Heart
43049,p56z100,common atrioventricular canal,,Heart
44896,p56z200,common atrioventricular-type ventricular septal defect,,Heart
73816,p56zz00,endocardial cushion defects nos,,Heart
46117,p58..00,double outlet left ventricle,,Heart
9361,p59..00,isomerism of atrial appendages,,Heart
48205,p5x..00,congenital malforms of cardiac chambers+connections unsp,,Heart
66401,p5y..00,other heart bulb and septal closure defect,,Heart
54196,p5z..00,heart bulb or septal closure defects nos,,Heart
5621,p6...00,other congenital heart anomalies,,Heart
39992,p60..00,pulmonary valve anomalies,,Heart
69940,p600.00,"pulmonary valve anomaly, unspecified",,Heart
3862,p601.00,congenital atresia of the pulmonary valve,,Heart
54488,p601000,hypoplasia of pulmonary valve,,Heart
93561,p601z00,congenital atresia of pulmonary valve nos,,Heart
22778,p602.00,congenital pulmonary stenosis,,Heart
45452,p602100,congenital fusion of pulmonary valve segment,,Heart
33919,p602z00,congenital pulmonary stenosis nos,,Heart
21851,p603.00,right hypoplastic heart syndrome,,Heart
68982,p603.11,pseudotruncus arteriosus,,Heart
44478,p60z.00,other pulmonary valve anomalies,,Heart
107150,p60z000,congenital insufficiency of the pulmonary valve,,Heart
52607,p60z100,fallot's trilogy,,Heart
70880,p60zz00,other pulmonary valve anomaly nos,,Heart
12752,p61..00,congenital tricuspid atresia and stenosis,,Heart
21272,p610.00,congenital tricuspid atresia,,Heart
69169,p611.00,congenital tricuspid stenosis,,Heart
100065,p61z.00,congenital tricuspid atresia or stenosis nos,,Heart
23709,p62..00,ebstein's anomaly,,Heart
6886,p63..00,congenital aortic valve stenosis,,Heart
8636,p64..00,congenital aortic valve insufficiency,,Heart
58734,p640.00,"congenital aortic valve insufficiency, unspecified",,Heart
3300,p641.00,bicuspid aortic valve,,Heart
6843,p64z.00,congenital aortic valve insufficiency nos,,Heart
57091,p65..00,congenital mitral stenosis,,Heart
68888,p65..11,duroziez's disease,,Heart
90551,p650.00,"congenital mitral stenosis, unspecified",,Heart
73592,p651.00,fused commissure of the mitral valve,,Heart
63069,p652.00,parachute deformity of the mitral valve,,Heart
100291,p65z.00,congenital mitral stenosis nos,,Heart
61651,p66..00,congenital mitral insufficiency,,Heart
20772,p67..00,hypoplastic left heart syndrome,,Heart
89256,p68..00,congenital heart disease,,Heart
108457,p69..00,left ventricular outflow tract obstruction,,Heart
46825,p6w..00,congenital malformation of aortic and mitral valves unsp,,Heart
50529,p6x..00,"congenital malformation of tricuspid valve, unspecified",,Heart
24789,p6y..00,other specified heart anomalies,,Heart
16539,p6y0.00,subaortic stenosis,,Heart
34668,p6y1.00,cor triatriatum,,Heart
9401,p6y2.00,pulmonary infundibular stenosis,,Heart
99128,p6y3.00,obstructive heart anomaly nec,,Heart
32748,p6y3000,uhl's disease,,Heart
104266,p6y3100,right ventricular outflow tract obstruction,,Heart
97818,p6y3z00,obstructive heart anomaly nec nos,,Heart
25481,p6y4.00,coronary artery anomaly,,Heart
71956,p6y4000,congenital absence of coronary artery,,Heart
62163,p6y4100,single coronary artery,,Heart
103894,p6y4300,coronary artery from pulmonary trunk,,Heart
31373,p6y4400,anomalous coronary artery communication,,Heart
28705,p6y4411,congenital coronary arterio-venous fistula,,Heart
49901,p6y4500,congenital coronary aneurysm,,Heart
103412,p6y4600,congenital stricture of coronary artery,,Heart
53546,p6y4z00,coronary artery anomaly nos,,Heart
24533,p6y5.00,congenital heart block,,Heart
68097,p6y5000,"congenital heart block, unspecified",,Heart
52310,p6y5100,congenital complete atrio-ventricular heart block,,Heart
102167,p6y5200,congenital incomplete atrio-ventricular heart block,,Heart
70992,p6y5z00,congenital heart block nos,,Heart
71678,p6y6.00,heart and cardiac apex malposition,,Heart
20466,p6y6.11,ectopic heart,,Heart
3774,p6y6000,dextrocardia,,Heart
72259,p6y6100,levocardia,,Heart
69556,p6y6111,laevocardia,,Heart
72405,p6y6200,mesocardia,,Heart
50284,p6y6300,ectopia cordis,,Heart
103584,p6y6400,abdominal heart,,Heart
92426,p6y6z00,heart or cardiac apex malposition nos,,Heart
52615,p6y7.00,myocardial bridge of coronary artery,,Heart
98061,p6y8.00,congenital dextroposition of heart,,Heart
24854,p6yy.00,other specified heart anomalies,,Heart
44767,p6yy.11,hypoplastic aortic orifice or valve,,Heart
9232,p6yy.12,hypoplasia of heart nos,,Heart
93089,p6yy000,atresia of cardiac vein,,Heart
68063,p6yy100,hypoplasia of cardiac vein,,Heart
34007,p6yy200,congenital cardiomegaly,,Heart
49133,p6yy300,congenital left ventricular diverticulum,,Heart
50362,p6yy400,congenital pericardial defect,,Heart
101896,p6yy411,congenital absence of pericardium,,Heart
68894,p6yy500,congenital anomaly of myocardium,,Heart
108193,p6yy600,congenital aneurysm of heart,,Heart
37451,p6yy700,atresia of heart valve nec,,Heart
23752,p6yy900,congenital epicardial cyst,,Heart
95785,p6yya00,hemicardia,,Heart
111360,p6yyb00,supernumerary heart valve cusps nec,,Heart
24714,p6yyz00,other specified heart anomalies nos,,Heart
247,p6z..00,congenital heart anomaly nos,,Heart
8279,p6z..11,chiari's malformation,,Nervous System
26626,p6z0.00,unspecified anomaly of heart valve,,Heart
109236,p6z1.00,anomalous bands of heart,,Heart
103432,p6z1000,anomalous atrial bands,,Heart
64778,p6z1100,anomalous ventricular bands,,Heart
38968,p6z2.00,acyanotic congenital heart disease nos,,Heart
3863,p6z3.00,cyanotic congenital heart disease nos,,Heart
7262,p6z3.11,blue baby,,Heart
11982,p6zz.00,congenital heart anomaly nos,,Heart
9778,p7...00,other congenital circulatory system anomalies,,Other
2727,p70..00,patent ductus arteriosus,If gest. age <37 weeks,Heart
94257,p70..11,botalli's patent ductus,If gest. age <37 weeks,Heart
3301,p71..00,coarctation of aorta,,Heart
57932,p710.00,"hypoplasia of aortic arch, unspecified",,Heart
72295,p711.00,preductal coarctation of aorta,,Heart
106756,p711.13,preductal aortic stenosis,,Heart
70853,p712.00,postductal coarctation of aorta,,Heart
64953,p712.12,postductal interruption of aorta,,Heart
49279,p712.13,postductal aortic stenosis,,Heart
37323,p713.00,interruption of aortic arch,,Heart
16731,p713.11,stenosis of aortic arch,,Heart
59907,p71z.00,coarctation of aorta nos,,Heart
50220,p72..00,other anomalies of aorta,,Heart
40030,p72..11,anomalies of the aorta excluding coarction,,Heart
62230,p720.00,"anomaly of aorta, unspecified",,Heart
