prodcode,strength,substancestrength,routeofadministration,bnfheader,formulation,bnfchapter,drugsubstance,productname,route,class
46926,40mg,40mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,citalopram 40mg tablets (zentiva),oral,1
32546,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,paxoran 10mg tablet (ranbaxy (uk) ltd),oral,1
29756,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,citalopram hydrobromide,paxoran 20mg tablet (ranbaxy (uk) ltd),oral,1
12227,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,tablets,tricyclic and related antidepressant drugs,butriptyline hydrochloride,butriptyline 25mg tablets,oral,3
32457,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs,tablets,tricyclic and related antidepressant drugs,butriptyline hydrochloride,butriptyline 50mg tablets,oral,3
18932,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,butriptyline hydrochloride,evadyne 25mg tablet (wyeth pharmaceuticals),oral,3
3652,100mg,100mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,amoxapine,amoxapine 100mg tablets,oral,3
4411,150mg,150mg,Oral,Tricyclic And Related Antidepressant Drugs,tablets,tricyclic and related antidepressant drugs,amoxapine,amoxapine 150mg tablets,oral,3
17319,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,tablets,tricyclic and related antidepressant drugs,amoxapine,amoxapine 25mg tablets,oral,3
3351,50mg,,,,tablet,unknown,amoxapine,amoxapine 50mg tablets,oral,3
21357,100mg,100mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,amoxapine,asendis 100mg tablet (wyeth pharmaceuticals),oral,3
24723,150mg,150mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,amoxapine,asendis 150mg tablet (wyeth pharmaceuticals),oral,3
15380,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,amoxapine,asendis 25mg tablet (wyeth pharmaceuticals),oral,3
14398,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,amoxapine,asendis 50mg tablet (wyeth pharmaceuticals),oral,3
55289,50mg,,,,tablet,unknown,amoxapine,asendis 50mg tablets (mercury pharma group ltd),oral,3
34916,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,amitriptyline 10mg tablet (berk pharmaceuticals ltd),oral,3
45242,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,amitriptyline 10mg tablet (sussex pharmaceutical ltd),oral,3
83,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets,oral,3
33090,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (a a h pharmaceuticals ltd),oral,3
52867,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (accord healthcare ltd),oral,3
24141,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (actavis uk ltd),oral,3
57972,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (alliance healthcare (distribution) ltd),oral,3
55491,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (almus pharmaceuticals ltd),oral,3
70991,10mg,,,,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (arrow generics ltd),oral,3
61835,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (de pharmaceuticals),oral,3
76839,10mg,,,,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (genesis pharmaceuticals ltd),oral,3
45233,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,amitriptyline hydrochloride,amitriptyline 10mg tablets (ivax pharmaceuticals uk ltd),oral,3
34731,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (kent pharmaceuticals ltd),oral,3
66578,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (mawdsley-brooks & company ltd),oral,3
83079,10mg,,,,tablet,tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (medihealth (northern) ltd),oral,3
80135,10mg,,,,tablet,tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (northstar healthcare unlimited company),oral,3
57107,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (phoenix healthcare distribution ltd),oral,3
65879,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (sigma pharmaceuticals plc),oral,3
24152,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (teva uk ltd),oral,3
59161,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (waymade healthcare plc),oral,3
34401,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg tablets (wockhardt uk ltd),oral,3
46801,2mg/1ml,2mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,oral solution,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg/5ml oral solution,oral,3
22070,10mg/5ml,10mg/5ml,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,oral solution,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,amitriptyline 10mg/5ml oral solution (rosemont pharmaceuticals ltd),oral,3
64000,2mg/1ml,,,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,oral solution,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg/5ml oral solution sugar free,oral,3
79826,2mg/1ml,,,,oral solution,tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg/5ml oral solution sugar free (a a h pharmaceuticals ltd),oral,3
70300,2mg/1ml,,,,oral solution,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg/5ml oral solution sugar free (alliance healthcare (distribution) ltd),oral,3
77229,2mg/1ml,,,,oral solution,unknown,amitriptyline hydrochloride,amitriptyline 10mg/5ml oral solution sugar free (rosemont pharmaceuticals ltd),oral,3
76298,2mg/1ml,,,,oral solution,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg/5ml oral solution sugar free (wockhardt uk ltd),oral,3
46818,2mg/1ml,2mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,oral suspension,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 10mg/5ml oral suspension,oral,3
3777,10mg/5ml,10mg/5ml,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,oral solution sugar-free,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,amitriptyline 10mg/5ml sugar free oral solution,oral,3
76927,500microgram/1ml,,,,oral solution,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 2.5mg/5ml oral solution,oral,3
487,25mg,,,,modified-release capsule,unknown,amitriptyline hydrochloride,amitriptyline 25mg modified-release capsules,oral,3
34197,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,amitriptyline 25mg tablet (berk pharmaceuticals ltd),oral,3
41729,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,amitriptyline 25mg tablet (celltech pharma europe ltd),oral,3
42394,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,amitriptyline 25mg tablet (crosspharma ltd),oral,3
34474,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,amitriptyline 25mg tablet (regent laboratories ltd),oral,3
32439,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,amitriptyline 25mg tablet (sussex pharmaceutical ltd),oral,3
49,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets,oral,3
34782,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (a a h pharmaceuticals ltd),oral,3
54877,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (accord healthcare ltd),oral,3
24145,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (actavis uk ltd),oral,3
55139,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (alliance healthcare (distribution) ltd),oral,3
42078,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (almus pharmaceuticals ltd),oral,3
71042,25mg,,,,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (arrow generics ltd),oral,3
65987,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (crescent pharma ltd),oral,3
64647,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (de pharmaceuticals),oral,3
79766,25mg,,,,tablet,tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (genesis pharmaceuticals ltd),oral,3
34503,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,amitriptyline hydrochloride,amitriptyline 25mg tablets (ivax pharmaceuticals uk ltd),oral,3
24134,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (kent pharmaceuticals ltd),oral,3
66579,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (mawdsley-brooks & company ltd),oral,3
60355,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (phoenix healthcare distribution ltd),oral,3
77167,25mg,,,,tablet,tricyclic and related antidepressant drugs,amitriptyline hydrochloride,amitriptyline 25mg tablets (ranbaxy (uk) ltd),oral,3
65439,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,amitriptyline hydrochloride,amitriptyline 25mg tablets (sandoz ltd),oral,3
66572,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (sigma pharmaceuticals plc),oral,3
24147,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (teva uk ltd),oral,3
34129,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg tablets (wockhardt uk ltd),oral,3
6312,5mg/1ml,5mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,oral solution,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg/5ml oral solution sugar free,oral,3
83377,5mg/1ml,,,,oral solution,tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg/5ml oral solution sugar free (accord healthcare ltd),oral,3
78364,5mg/1ml,,,,oral solution,tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg/5ml oral solution sugar free (alliance healthcare (distribution) ltd),oral,3
67127,5mg/1ml,5mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,oral solution,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg/5ml oral solution sugar free (de pharmaceuticals),oral,3
34224,5mg/1ml,5mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,oral solution,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg/5ml oral solution sugar free (rosemont pharmaceuticals ltd),oral,3
60410,5mg/1ml,5mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,oral solution,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg/5ml oral solution sugar free (wockhardt uk ltd),oral,3
83516,5mg/1ml,,,,oral suspension,tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 25mg/5ml oral suspension,oral,3
4682,50mg,,,,modified-release capsule,unknown,amitriptyline hydrochloride,amitriptyline 50mg modified-release capsules,oral,3
40396,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,amitriptyline 50mg tablet (berk pharmaceuticals ltd),oral,3
1888,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 50mg tablets,oral,3
34274,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 50mg tablets (a a h pharmaceuticals ltd),oral,3
34634,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 50mg tablets (actavis uk ltd),oral,3
64330,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 50mg tablets (almus pharmaceuticals ltd),oral,3
82403,50mg,,,,tablet,tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 50mg tablets (arrow generics ltd),oral,3
78221,50mg,,,,tablet,tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 50mg tablets (de pharmaceuticals),oral,3
46970,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs,tablet,tricyclic and related antidepressant drugs,amitriptyline hydrochloride,amitriptyline 50mg tablets (ivax pharmaceuticals uk ltd),oral,3
34182,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 50mg tablets (kent pharmaceuticals ltd),oral,3
69712,50mg,,,,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 50mg tablets (sigma pharmaceuticals plc),oral,3
33624,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 50mg tablets (teva uk ltd),oral,3
34107,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,tablet,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 50mg tablets (wockhardt uk ltd),oral,3
4690,10mg/1ml,10mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,oral solution,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 50mg/5ml oral solution sugar free,oral,3
34251,10mg/1ml,10mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,oral solution,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 50mg/5ml oral solution sugar free (rosemont pharmaceuticals ltd),oral,3
59820,10mg/1ml,10mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,oral solution,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 50mg/5ml oral solution sugar free (wockhardt uk ltd),oral,3
64141,1mg/1ml,1mg/1ml,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain/Prophylaxis Of Migraine,oral solution,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 5mg/5ml oral solution,oral,3
76952,1mg/1ml,,,,oral suspension,tricyclic and related antidepressant drugs/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 5mg/5ml oral suspension,oral,3
2525,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,modified release capsules,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,amitriptyline 75mg modified-release capsules,oral,3
77497,15mg/1ml,,,,oral solution,tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine,amitriptyline hydrochloride,amitriptyline 75mg/5ml oral solution,oral,3
48065,,,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,oral liquid,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,amitriptyline oral solution,oral,3
26213,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,domical 10mg tablet (berk pharmaceuticals ltd),oral,3
20026,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,domical 25mg tablet (berk pharmaceuticals ltd),oral,3
27008,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,domical 50mg tablet (berk pharmaceuticals ltd),oral,3
24680,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,elavil 10mg tablet (ddsa pharmaceuticals ltd),oral,3
2486,25mg,,,,modified-release capsule,unknown,amitriptyline hydrochloride,lentizol 25mg modified-release capsules (pfizer ltd),oral,3
2985,50mg,,,,modified-release capsule,unknown,amitriptyline hydrochloride,lentizol 50mg modified-release capsules (pfizer ltd),oral,3
8726,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,tryptizol 10mg tablet (merck sharp & dohme ltd),oral,3
8878,10mg/5ml,10mg/5ml,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,oral solution,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,tryptizol 10mg/5ml sugar free oral solution (merck sharp and dohme ltd),oral,3
7751,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,tryptizol 25mg tablet (merck sharp & dohme ltd),oral,3
8332,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,tablet,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,tryptizol 50mg tablet (merck sharp & dohme ltd),oral,3
8831,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs/Neuropathic Pain,modified-release capsule,tricyclic and related antidepressant drugs/neuropathic pain,amitriptyline hydrochloride,tryptizol mr 75mg modified-release capsule (merck sharp & dohme ltd),oral,3
40494,25mg,25mg,Oral,Other Antidepressant Drugs,tablet,other antidepressant drugs,agomelatine,agomelatine 25mg tablets,oral,7
40295,25mg,25mg,Oral,Other Antidepressant Drugs,tablet,other antidepressant drugs,agomelatine,valdoxan 25mg tablets (servier laboratories ltd),oral,7
27876,,,,,,unknown,,amitriptyline,,3
873,,,,,,unknown,,amitriptyline 100 mg tab,,3
79401,,,,,,tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine,,amitriptyline 100mg/5ml oral solution,,3
13496,,,,,,unknown,,amitriptyline 200 mg tab,,3
23497,,,,,,unknown,,amitriptyline 300 mg tab,,3
3771,,,,,,unknown,,amitriptyline 75 mg tab,,3
30738,,,,,,unknown,,amitriptyline s/f,,3
8250,,,,,,unknown,,amitriptyline s/f 25 mg/5ml syr,,3
20712,,,,,,unknown,,amitriptyline s/r,,3
7475,,,,,,unknown,,amoxapine 25 mg tab,,3
3195,,,,,,unknown,,clomipramine 25 mg tab,,3
79276,,,,,,tricyclic and related antidepressants,,clomipramine 25mg capsules (mylan),,3
25036,,,,,,unknown,,clomipramine hydrochloride,,3
22872,,,,,,unknown,,doxepin hcl,,3
79275,,,,,,other antidepressants/treatment of diabetic nephropathy and neuropathy,,duloxetine 30mg gastro-resistant capsules (aspire pharma ltd),,2
79506,,,,,,selective serotonin re-uptake inhibitors (ssri),,fluoxetine 20mg capsules (bristol laboratories ltd),,1
79494,,,,,,selective serotonin re-uptake inhibitors (ssri),,fluoxetine 60mg capsules (a a h pharmaceuticals ltd),,1
3668,,,,,,unknown,,imipramine 100 mg tab,,3
7573,,,,,,unknown,,imipramine 25 mg cap,,3
7784,,,,,,unknown,,imipramine 50 mg tab,,3
10649,,,,,,unknown,,imipramine 75 mg tab,,3
3353,,,,,,unknown,,l-tryptophan 500 mg cap,,7
25070,,,,,,unknown,,lofepramine,,3
20379,,,,,,unknown,,maprotiline hcl 75 mg tab,,3
31168,,,,,,unknown,,mirtazapine,,7
79008,,,,,,other antidepressants,,mirtazapine 30mg orodispersible tablets (teva uk ltd),,7
